State	 Location 	Latitude 	Longitude	PIN code		
Rajasthan	 Hanumangarh 	29.58	74.35	335063		
Rajasthan	 Indargarh 	25.67	76.25	475675		
Rajasthan	 Jahazpur 	25.63	75.32	305409		
Rajasthan	 Jaipur 	26.92	75.87	302001		
Rajasthan	 Jaislmer 	26.92	70.95			
Rajasthan	 Jalor 	25.37	72.97			
Rajasthan	 Jhairapatan Chhaoni 	24.53	76.20			
Rajasthan	 Jhunjhunu 	28.10	75.33	331026		
Rajasthan	 Jodhpur 	26.30	73.07	342001		
Rajasthan	 Karauli 	26.50	77.07	322204		
Rajasthan	 Kekri 	25.93	75.33	305404		
Rajasthan	 Kerwara 	24.07	73.67			
Rajasthan	 Khandela 	27.60	75.53	332709		
Rajasthan	 Kishangarh 	27.88	70.62	301405		
Rajasthan	 Kota 	25.17	75.87	324001		
Rajasthan	 Kotra 	24.37	73.25	307025		
Rajasthan	 Lachmangarh Sikar 	27.83	75.07			
Rajasthan	 Lalsot 	26.57	76.38	303503		
Rajasthan	 Luni and R. 	26.02	73.03			
Rajasthan	 Malpura 	26.30	75.42	304502		
Rajasthan	 Mandalgarh 	25.20	75.15	311604		
Rajasthan	 Marwar Junctioin 	25.72	73.75			
Rajasthan	 Metra 	26.65	74.10			
Rajasthan	 Mohangarh 	27.28	71.30	472101		
Rajasthan	 Nachana 	27.15	71.75			
Rajasthan	 Nagaur 	27.00	73.67	303610		
Rajasthan	 Naraina 	26.83	74.18	110028		
Rajasthan	 Nasirabad 	26.30	74.77	305601		
Rajasthan	 Nathdwara 	25.93	73.87	313301		
Rajasthan	 Nawalgarh 	27.85	75.30	333042		
Rajasthan	 Nimbahera 	24.62	74.75	312601		
Rajasthan	 Nohar 	29.18	74.82	335523		
Rajasthan	 Pachbhandra 	25.92	72.24			
Rajasthan	 Pali 	25.77	73.42	241123		
Rajasthan	 Partabgarh 	24.03	74.07			
Rajasthan	 Patan 	27.82	76.02	364292		
Rajasthan	 Phalodi 	27.15	72.40	322026		
Rajasthan	 Phulera 	26.87	75.27			
Rajasthan	 Pipar 	26.37	73.58	342601		
Rajasthan	 Pokaran 	26.92	71.97	345021		
Rajasthan	 Pugal 	28.52	72.85			
Rajasthan	 Rajgarh 	28.65	75.43	173101		
Rajasthan	 Ramgarh 	28.02	76.25	263137		
Rajasthan	 Ratangarh 	28.08	74.65	331022		
Rajasthan	 Reni 	28.68	75.08	301409		
Rajasthan	 Rewatsar 	29.27	74.43			
Rajasthan	 Rupnagar 	26.80	74.90	140001		
Rajasthan	 Salumbar 	24.15	74.08	313027		
Rajasthan	 Sambhar & L. 	26.90	75.22			
Rajasthan	 Sanchor 	24.60	71.90			
Rajasthan	 Sanganer 	26.82	75.82			
Rajasthan	 Sardarshahr 	28.45	74.53			
Rajasthan	 Sawai Mahopur 	25.97	76.05			
Rajasthan	 Shahabad 	25.02	77.03	241124		
Rajasthan	 shahgarh 	27.13	69.95	470339		
Rajasthan	 shahpura 	25.07	75.02	311404		
Rajasthan	 shergarh 	24.07	76.53	281404		
Rajasthan	 Sikar 	27.60	75.25	322214		
Rajasthan	 Tantpur 	26.85	77.53			
Rajasthan	 Toda Rai Singh 	26.00	75.70			
Rajasthan	 Tonk 	26.18	75.83	304001		
Rajasthan	 Udaipur 	27.70	75.55	307025		
Sikkim	 Gangtok 	27.45	88.07	737101		
Tamilnadu	 Adirampattinam 	10.35	79.42	614701		
Tamilnadu	 Ambasamudram 	8.72	77.48	627401		
Tamilnadu	 Ambur 	21.83	78.75	635802		
Tamilnadu	 Anaimalai Hills 	10.40	76.67			
Tamilnadu	 Arakkonam 	13.08	79.72			
Tamilnadu	 Arantangi 	10.17	79.03			
Tamilnadu	 Arcot 	12.93	79.40			
Tamilnadu	 Arni 	12.67	79.32	445103		
Tamilnadu	 Aruppukkotai 	9.52	78.13			
Tamilnadu	 Attur 	11.60	78.65	574120		
Tamilnadu	 Atur 	10.27	77.88	629191		
Tamilnadu	 Bodinayakkanur 	10.02	77.40			
Tamilnadu	" Calimere, Point "	10.30	79.87			
Tamilnadu	 Carnatic 	12.00	80.00			
Tamilnadu	 Chidambaram 	11.40	79.73	608001		
Tamilnadu	 Chingleput 	12.70	80.02			
Tamilnadu	 Coimbatore 	11.00	77.00	614208		
Tamilnadu	" Comorin, C. "	8.07	77.60			
Tamilnadu	 Coromandel Coast 	12.00	80.50			
Tamilnadu	 Cuddalore 	11.72	79.82	603303		
Tamilnadu	 Devakottai 	9.95	78.88			
Tamilnadu	 Dhanushkodi 	9.17	79.47			
Tamilnadu	 Dharapuram 	10.75	77.57			
Tamilnadu	 Dharmapuri 	12.13	78.22	635001		
Tamilnadu	 Dindigul 	10.37	78.00	624001		
Tamilnadu	 Dodabetta. Mt. 	11.42	76.77			
Tamilnadu	 Ennore 	13.23	80.37			
Tamilnadu	 Erode 	11.33	77.77	624611		
Tamilnadu	 Fort St David 	11.75	79.83			
Tamilnadu	 Fort St George 	13.07	80.28	600009		
Tamilnadu	 Gudiyatam 	12.95	78.92			
Tamilnadu	 Hospur 	12.73	77.87			
Tamilnadu	 Jalarpet 	12.57	78.62			
Tamilnadu	 Javadi hills 	12.67	78.67			
Tamilnadu	 Kanchipuram 	12.83	79.75			
Tamilnadu	 Karur 	10.97	78.12	604213		
Tamilnadu	 Kaveri R. 	11.33	77.83			
Tamilnadu	 Kayalpatnam 	8.57	78.17	628204		
Tamilnadu	 Kilakarai 	9.23	78.83	623517		
Tamilnadu	 Kodaikanal 	10.22	77.53	624101		
Tamilnadu	 Krishnagiri 	12.53	78.27	680733		
Tamilnadu	 Kumbakonam 	10.97	79.42			
Tamilnadu	 Madras (Chennai) 	13.07	80.28			
Tamilnadu	 Madurai 	9.97	78.17	624215		
Tamilnadu	 Madurantakam 	12.50	79.93	603306		
Tamilnadu	 Mahabalipuram 	12.62	80.23			
Tamilnadu	 Mannargudi 	10.67	79.48			
Tamilnadu	 Mayuram 	11.10	79.70			
Tamilnadu	 Mettupalaiyam 	11.30	76.98			
Tamilnadu	 Mettur Dam 	11.87	77.83			
Tamilnadu	 Nagarjunasagar Dam 	16.83	79.33			
Tamilnadu	 Nagercoil 	8.18	77.48			
Tamilnadu	 Namakkal 	11.05	78.22	637408		
Tamilnadu	 Nanguneri 	8.48	77.73	627108		
Tamilnadu	 Neiveli 	10.52	79.40			
Tamilnadu	 Pachaimalai Hills 	11.25	78.05			
Tamilnadu	 Padmanabhapuram 	9.10	76.08	629175		
Tamilnadu	 Palayankottal 	8.72	77.77			
Tamilnadu	 Palladam 	10.98	77.03	638664		
Tamilnadu	 Pallavaram 	12.97	80.22	600043		
Tamilnadu	 Pallivasal 	9.92	77.00	685565		
Tamilnadu	 Palni Hills 	10.00	77.00			
Tamilnadu	 Panruti 	11.78	79.58	607106		
Tamilnadu	 Paramakkudi 	9.52	78.65			
Tamilnadu	 Pattukkottal 	10.43	79.37			
Tamilnadu	 Perambalur 	11.23	78.93	612101		
Tamilnadu	 Periyakulam 	10.12	77.58	626534		
Tamilnadu	 Pollachi 	10.65	77.05	642001		
Tamilnadu	 Ponneri 	13.03	80.25	601204		
Tamilnadu	 Porto Novo 	11.05	79.80			
Tamilnadu	 Pudukkottal 	10.38	78.87			
Tamilnadu	" Pulicat, L. "	13.42	80.35			
Tamilnadu	 Rajapalayam 	9.45	77.60	626117		
Tamilnadu	 Ramanathapuram 	9.37	78.87	623403		
Tamilnadu	 Rameswaram 	9.28	79.37	623526		
Tamilnadu	 Salem 	11.65	78.20	636001		
Tamilnadu	 Sankaranayinarkovil 	9.02	77.58			
Tamilnadu	 Sattur 	9.35	77.97	626203		
Tamilnadu	 Satyamangalam 	11.05	77.28			
Tamilnadu	 Seven Pagodas 	12.62	80.23			
Tamilnadu	 shencottah 	8.98	77.30	627809		
Tamilnadu	 shevaroy Hills 	12.20	78.05			
Tamilnadu	 St. Thomas Mount 	13.22	80.23			
Tamilnadu	 Tenkasi 	8.97	77.35			
Tamilnadu	 Thanjavur (Tanjore) 	10.78	79.17			
Tamilnadu	 Tindivanam 	12.23	79.70			
Tamilnadu	 Tiruchchirappalli 	10.83	78.77			
Tamilnadu	 Tiruchendur 	8.50	78.18	628215		
Tamilnadu	 Tiruchengodu 	11.38	77.93			
Tamilnadu	 Tirukkoyilur 	11.97	79.25			
Tamilnadu	 Tirumangalam 	9.82	79.02	626706		
Tamilnadu	 Tirunelveli 	8.73	77.73	623705		
Tamilnadu	 Tiruppur 	11.08	77.33			
Tamilnadu	 Tiruvallur 	13.15	79.95	600093		
Tamilnadu	 Tiruvannamalai 	12.25	79.12	604408		
Tamilnadu	 Tondi 	9.75	79.07	623409		
Tamilnadu	 Tranquebar 	11.02	79.90			
Tamilnadu	 Turaiyur 	11.15	78.63			
Tamilnadu	 Tuticorin 	8.80	78.18			
Tamilnadu	 Udagamandalam 	11.40	76.73			
Tamilnadu	 Udamalpet 	10.60	77.28	642154		
Tamilnadu	 Udiyarpalaiyam 	11.18	79.33			
Tamilnadu	 Uttangarai 	12.27	78.58	635207		
Tamilnadu	 Vaniyambadi 	12.68	78.65	635752		
Tamilnadu	 Vellore 	12.92	79.18	600050		
Tamilnadu	 Villupuram 	11.95	79.53			
Tamilnadu	 Virudhunagar 	9.58	77.95	609314		
Tamilnadu	 Vriddhachalam 	11.53	79.40			
Tamilnadu	 Wandiwash 	12.50	79.50			
Tamilnadu	 Yercaud 	11.80	78.22	636601		
Tripura	 Agartala 	23.83	91.42	799002		
Tripura	 Udaipur 	23.52	91.52	307025		
UP	 Agra 	27.17	78.08	282001		
UP	 Ahraura 	24.98	83.03	231301		
UP	 Akbarpur 	24.73	85.53	209101		
UP	 Aligarh 	27.50	79.67	202001		
UP	 Allahabad 	25.47	81.90	211001		
UP	 Amethi 	26.13	81.83	227120		
UP	 Amroha 	28.90	78.52	244221		
UP	 Ayodhya 	26.80	82.23	224123		
UP	 Azamgarh 	26.05	83.22	221601		
UP	 Bahraich 	27.57	81.63	271801		
UP	 Ballia 	25.73	84.18	221701		
UP	 Banda 	25.33	80.37	210001		
UP	 Bansi 	27.17	82.93	272153		
UP	 Barabanki 	26.93	81.22	225001		
UP	 Bareilly 	28.37	79.45	243001		
UP	 Barhaj 	26.27	83.77	274601		
UP	 Basti 	26.80	82.77	272001		
UP	 Belagunj 	25.93	82.03			
UP	 Benares (Varanasi) 	25.33	83.00			
UP	 Bhadohi 	25.40	82.63	221401		
UP	 Bijnor 	29.38	79.18	246701		
UP	 Bindki 	26.03	80.55	212635		
UP	 Bithur 	26.62	80.32			
UP	 Brindaban (Vrindavan) 	27.55	77.73			
UP	 Budaun 	28.03	79.17	243601		
UP	 Bulandshahr 	28.40	77.90	202389		
UP	 Chandausi 	28.45	78.82	202412		
UP	 Charkhari 	25.43	79.75			
UP	 Dalmau 	26.12	81.08	229203		
UP	 Deoband 	29.70	77.72	247554		
UP	 Deoria 	26.38	83.70	224137		
UP	 Etah 	27.58	78.67	202132		
UP	 Etawah 	26.78	79.03	206001		
UP	 Faizabad 	26.78	82.20	209723		
UP	 Farrukhabad 	27.40	79.62	209625		
UP	 Fatehgarh 	27.38	79.67	209601		
UP	 Fatehpur 	25.92	80.87	212601		
UP	 Firozabad 	27.15	78.40	205141		
UP	 Ghaghara R. 	27.50	81.33			
UP	 Ghatampur 	26.13	80.22	209206		
UP	 Ghaziabad 	28.67	77.47	201001		
UP	 Ghazipur 	25.57	83.58	212621		
UP	 Gomatin R. 	27.25	80.63			
UP	 Gonda 	27.47	82.02	202123		
UP	 Gorakhpur 	26.75	83.40	273001		
UP	 Hamirpur 	25.97	80.20	174304		
UP	 Hapur 	28.72	77.83	245101		
UP	 Hardoi 	27.38	80.17	241001		
UP	 Hathras 	27.60	78.10	204101		
UP	 Jalalpur 	26.30	82.73	224149		
UP	 Jalaun 	26.13	79.38	285001		
UP	 Jaunpur 	25.77	82.73	222001		
UP	 Jhansi 	25.45	78.62	284001		
UP	 Jigni 	25.73	79.42			
UP	 Kadaura 	25.98	79.87			
UP	 Kamasin 	25.52	80.93	210125		
UP	 Kannauj 	27.05	79.97	209725		
UP	 Kanpur 	26.47	80.40	208001		
UP	 Kheri 	27.90	80.80	261502		
UP	 Khurja 	28.25	77.83	203131		
UP	 Koil Aligarh 	27.90	78.10			
UP	 Lakhimpur 	27.95	80.82	784160		
UP	 Lalitpur 	24.37	78.47	284123		
UP	 Lucknow 	26.92	80.98	226001		
UP	 Machhlishahr 	25.68	82.45			
UP	 Mahoba 	25.30	79.92	210427		
UP	 Mainpuri 	27.23	79.05	205001		
UP	 Mathura 	27.47	77.68	204101		
UP	 Mau 	25.95	83.60	477222		
UP	 Meerut 	29.02	77.75	245206		
UP	 Mehndawal 	26.97	83.17			
UP	 Mirzapur 	25.17	82.62	221501		
UP	 Moradabad 	28.85	78.82	202412		
UP	 Mughal Serai 	25.28	83.18			
UP	 Muzaffarnagar 	29.47	77.73	247775		
UP	 Nagina 	29.45	77.48	246762		
UP	 Nanpapa 	27.87	81.55			
UP	 Nawabganj 	26.93	82.20	207501		
UP	 Nihasan 	28.23	80.92			
UP	 Orai 	25.98	79.05	285001		
UP	 Padrauna 	26.90	84.02	274304		
UP	 Pertabgarh (Pratapgarh) 	25.57	81.98			
UP	 Phulpur 	25.53	82.12	212402		
UP	 Pillbhit 	28.63	79.85			
UP	 Pratapgarh(Partabgarh) 	25.57	81.98			
UP	 Rae Bareli 	26.23	81.27	229001		
UP	 Rampur 	28.80	79.08	175042		
UP	 Rohikhand 	28.05	79.00			
UP	 Saharanpur 	29.97	77.38	247001		
UP	 Saidpur 	25.53	83.27	202525		
UP	 Sambhal 	28.58	78.62	244302		
UP	 Sarila 	25.77	79.72			
UP	 Shahabad 	27.05	80.08	241124		
UP	 shahjahanpur 	27.90	79.95	242001		
UP	 Sidhauli 	27.30	80.08			
UP	 Sikandara 	27.22	77.97			
UP	 Tanda 	26.55	82.70	224190		
UP	 Terai Swamp 	29.00	80.00			
UP	 Unnao 	26.80	80.72	209801		
UP	 Uska 	27.23	83.20			
UP	 Utaraula 	27.32	82.47			
UP	 Varanasi 	25.33	83.00	221001		
UP	 Varuna 	25.42	83.00			
UP	 Vrindavan 	27.55	77.73	400086		
UP	 Yamuna R. 	25.50	81.17			
Uttarakhand	 Almora 	29.62	79.67	244711		
Uttarakhand	 Badrinath 	30.73	79.53	246422		
Uttarakhand	 DehraDun 	30.32	78.07	248001		
Uttarakhand	 Garhwal 	30.22	79.50	124316		
Uttarakhand	 Haridwar 	29.97	78.22			
Uttarakhand	" Kamet, Mt. "	30.93	79.60			
Uttarakhand	 Mussoorie 	30.45	78.10	248179		
Uttarakhand	 NainiTal 	29.38	79.50	244714		
Uttarakhand	 Ranikhet 	29.07	79.55			
Uttarakhand	 Roorkee 	29.87	77.88	247667		
Uttarakhand	 Tehri 	30.33	78.88			
Uttarakhand	 Tanakpur 	29.17	80.30	262309		
West Bengal	 Alipur 	22.53	88.40	110036		
West Bengal	 Arambagh 	22.88	87.83			
West Bengal	 Asansol 	23.70	87.02			
West Bengal	 Baharampur 	24.10	88.32			
West Bengal	 Baksa Duar 	26.75	89.58			
West Bengal	 Balurghat 	25.23	88.78	700056		
West Bengal	 Bankura 	23.23	87.12	721101		
West Bengal	 Barackpore 	22.77	88.40			
West Bengal	 Baranagar 	22.63	88.37	700036		
West Bengal	 Barddhaman 	23.27	87.90			
West Bengal	 Beldanga 	23.97	88.33			
West Bengal	 Benapol 	23.07	88.53			
West Bengal	 Bhadreswar 	22.82	88.33	712124		
West Bengal	 Bhatpara 	22.90	88.42			
West Bengal	 Bishnupur 	23.08	87.38	712601		
West Bengal	 Calcutta 	22.57	88.40	700001		
West Bengal	 Chandernagore 	22.87	88.42			
West Bengal	 Chandrakona 	22.73	87.55			
West Bengal	 Chanduria 	22.93	88.92			
West Bengal	 Chinsura 	22.88	88.45			
West Bengal	 Chittaranjan 	23.83	87.00	713331		
West Bengal	 Contai 	21.83	87.80			
West Bengal	" Damodar, R. "	23.28	87.58			
West Bengal	 Darjilling 	27.05	88.30			
West Bengal	 Diamond Harbour 	22.18	88.23			
West Bengal	 Dum-Dum 	22.63	88.63			
West Bengal	 Duragapur 	23.50	87.33			
West Bengal	 Haora 	22.58	88.38			
West Bengal	 Ingraj Bazar 	25.00	88.18			
West Bengal	 Jalpaiguri 	26.53	88.77	735101		
West Bengal	 Jangipur 	24.47	88.08	742213		
West Bengal	 Katoya 	23.65	88.18			
West Bengal	 Kharagpur 	22.50	87.33	721301		
West Bengal	 Koch Bihar 	26.33	89.48			
West Bengal	 Kotalpur 	23.02	87.63	722141		
West Bengal	 Krishnanagar 	23.40	88.55	211003		
West Bengal	 Lalbagh 	24.22	88.32	226001		
West Bengal	 Mehinipur 	22.42	87.35			
West Bengal	 Murshidabad 	24.18	88.32	741188		
West Bengal	 Nabadwip 	23.40	88.38			
West Bengal	 Nalhati 	22.90	88.47	731220		
West Bengal	 Purulliya 	23.03	88.47			
West Bengal	 Raghunathpur 	23.53	86.72	712247		
West Bengal	 Ramaghat 	23.18	88.62			
West Bengal	 Raniganj 	25.87	87.87	227816		
West Bengal	 Sagar I. 	21.07	88.02			
West Bengal	 Santipur 	23.23	88.48	741404		
West Bengal	 Serampore 	22.75	88.38			
West Bengal	 Siliguri 	26.70	88.42			
West Bengal	 Tamluk 	22.30	87.97			
West Bengal	 Tilpara 	23.97	87.53			
Himachal Pradesh	 Baned 	31.50	76.92			
Himachal Pradesh	 Bhakra Gorge Dam 	32.08	76.83			
Himachal Pradesh	 Biiaspur 	31.32	76.83			
Himachal Pradesh	 Chamba 	32.48	76.17	176207		
Himachal Pradesh	 Chhachrauli 	30.30	77.45			
Himachal Pradesh	 Dagshai 	30.88	77.10	173210		
Himachal Pradesh	 Dharmsala 	32.27	76.38			
Himachal Pradesh	 Jawalamukhi 	31.88	76.37			
Himachal Pradesh	 Jogindernagar 	31.83	76.75			
Himachal Pradesh	 Kangra 	32.12	76.30	176001		32° 05' E
Himachal Pradesh	 Kasauli 	30.88	77.02	173204		
Himachal Pradesh	 Kothkhai 	31.13	77.60			
Himachal Pradesh	 Mandi 	31.72	76.97	174401		
Himachal Pradesh	 Nagrota 	32.12	76.38			
Himachal Pradesh	 Nahan 	30.55	77.35	173001		
Himachal Pradesh	 Nalagarh 	30.12	76.37	174101		
Himachal Pradesh	 Nurpur 	32.30	75.93	176202		
Himachal Pradesh	 Shimla 	31.10	77.22	171001		
Himachal Pradesh	 Yol 	32.18	76.38			
Jammu and Kashmir	 Baltistan 	35.50	76.00			
Jammu and Kashmir	 Baramula 	34.17	74.50			
Jammu and Kashmir	 Bhadarwah 	33.07	75.67			
Jammu and Kashmir	 Dras 	34.37	75.83			
Jammu and Kashmir	" Godwin Austen (K2), Mt. "	35.50	76.53			
Jammu and Kashmir	 Gulmarg 	34.25	74.42	193403		
Jammu and Kashmir	 Gurais 	34.63	74.93			
Jammu and Kashmir	 Jammu 	32.72	74.90	180001		
Jammu and Kashmir	 Kapalu 	35.17	76.33			
Jammu and Kashmir	 Kargil 	34.50	76.22	194102		
Jammu and Kashmir	 Kathua 	32.28	75.60	184101		
Jammu and Kashmir	 Khartaksho 	34.88	76.17			
Jammu and Kashmir	 Kishtwar 	33.32	75.80	182204		
Jammu and Kashmir	 Kotli 	33.50	73.95	175003		
Jammu and Kashmir	 Ladakh Range 	32.00	80.00			
Jammu and Kashmir	 Leh 	34.17	77.67	194101		
Jammu and Kashmir	 Mirpur 	33.20	73.85	845507		
Jammu and Kashmir	 Muzaffarabad 	34.40	73.37			
Jammu and Kashmir	" Nanga Parbat, Mt. "	35.33	74.67			
Jammu and Kashmir	 Naoshera 	33.22	74.28	190011		
Jammu and Kashmir	 Padam 	33.47	76.90			
Jammu and Kashmir	 Pir Panjal Pass 	33.60	74.37			
Jammu and Kashmir	 Punch 	33.85	74.13			
Jammu and Kashmir	 Ramnagar 	32.87	75.37	201009		
Jammu and Kashmir	 Udampur 	32.92	75.15			
Jammu and Kashmir	 Zangla 	30.67	77.00			
Jammu and Kashmir	 Zaskar 	33.50	77.00			
Jammu and Kashmir	 Anantnar 	33.72	75.28			
Jammu and Kashmir	 Karakoram Range 	36.17	75.00			
Jarkhand	 Barakar R. 	24.17	86.33			
Jarkhand	 Basia 	22.87	84.88	835229		
Jarkhand	 Chaibassa 	22.55	85.85			
Jarkhand	 Chatra 	24.20	84.93	814143		
Jarkhand	 Chota Nagpur 	23.00	85.00			
Jarkhand	 Daltenganj 	24.03	84.07			
Jarkhand	 Dhanbad 	23.78	86.50	826001		
Jarkhand	 Doranda 	23.37	85.37			
Jarkhand	 Garhwa 	24.17	83.87	822114		
Jarkhand	 Giridih 	24.17	86.35	815301		
Jarkhand	 Gobindpur 	23.85	86.57	828109		
Jarkhand	 Hazaribagh 	23.98	85.42	825101		
Jarkhand	 Ichak 	24.08	85.42	825402		
Jarkhand	 Jamshedpur 	22.83	86.17	831001		
Jarkhand	 Jharia 	23.83	86.55	828111		
Jarkhand	 Kharsawan 	22.80	85.87			
Jarkhand	 Lohardaga 	23.43	84.70	835213		
Jarkhand	 Messanjore 	24.08	87.35			
Jarkhand	 Pakaur 	24.63	87.90	814111		
Jarkhand	 Palamau 	23.87	84.28			
Jarkhand	 Palkot 	22.87	84.68	835220		
Jarkhand	 Parasnath Mt. 	22.00	86.18			
Jarkhand	 Porahat 	22.60	85.97			
Jarkhand	 Rajmahal 	25.05	87.88	816108		
Jarkhand	 Ramgarh 	23.63	85.57	263137		
Jarkhand	 Ranchi 	23.38	85.38	829208		
Jarkhand	 Sahibganj 	25.22	87.07	816109		
Jarkhand	 Santal Parganas 	24.05	87.00			
Jarkhand	 Saraikela 	22.70	85.97			
Jarkhand	 Simaria 	24.08	84.97	825103		
Jarkhand	 Tilaiya 	24.33	85.52			
Karnataka	 Aland 	17.60	76.58	571151		
Karnataka	 Anagundi 	15.35	76.55			
Karnataka	 Athni 	16.73	75.10	591304		
Karnataka	 Bagalkot 	16.20	75.75	585256		
Karnataka	 Bagevadi 	16.55	76.08			
Karnataka	 Bangalore 	12.97	77.63	560001		
Karnataka	 Bantval 	12.88	75.08			
Karnataka	 Belgaum 	15.87	74.57	562103		
Karnataka	 Bellary 	15.15	76.92	583101		
Karnataka	 Bhadravati 	13.87	75.67	442902		
Karnataka	 Bhalki 	18.07	77.17	585328		
Karnataka	 Bidar 	17.92	77.65	585226		
Karnataka	 Bijapur 	16.83	75.78	586101		
Karnataka	 Chamrajnagar 	11.93	77.00			
Karnataka	 Channapatna 	12.63	77.22	571501		
Karnataka	 Chickballapur 	13.43	77.77			
Karnataka	 Chikmagalur 	13.30	75.82	577168		
Karnataka	 Chiknayakanhalli 	13.42	76.67	572119		
Karnataka	 Chitradurga 	14.23	76.43	572160		
Karnataka	 Coondapoor 	13.63	74.70			
Karnataka	 Davangere 	14.52	75.97	577001		
Karnataka	 Deodrug 	16.42	77.00			
Karnataka	 Dharwar 	15.45	75.08	580001		
Karnataka	 Dod-Ballapur 	13.23	77.38			
Karnataka	 Gadag 	15.42	75.70	582115		
Karnataka	 Gangawati 	15.50	76.60	581202		
Karnataka	 Gersoppa (Jog) Falls 	14.30	74.92			
Karnataka	 Gokak 	16.18	74.87	591307		
Karnataka	 Gulbarga 	17.32	76.90	577423		
Karnataka	 Hamipi (Vijanagar) 	15.33	76.50			
Karnataka	 Hangai 	14.77	75.20			
Karnataka	 Harihar 	14.52	75.87	577516		
Karnataka	 Harnhalli 	13.25	76.20			
Karnataka	 Harpanahalli 	14.78	75.97			
Karnataka	 Hassan 	13.02	76.17	573103		
Karnataka	 Hiriyur 	13.95	76.67	572143		
Karnataka	 Hole Narsipur 	12.78	76.28	573210		
Karnataka	 Homnabad 	17.72	77.20	585261		
Karnataka	 Honavar 	14.28	74.48	581334		
Karnataka	 Honnali 	14.25	75.68	577153		
Karnataka	 Hosdurga 	13.80	76.33			
Karnataka	 Hospet 	15.27	76.43	583273		
Karnataka	 Hubli 	15.33	75.20	580212		
Karnataka	 Hunsur 	12.30	76.32	571105		
Karnataka	 Jamkhandi 	16.50	75.33	586140		
Karnataka	 Jog Falls (Gersoppa Falls) 	14.30	74.92			
Karnataka	 Kadur 	13.55	76.05	573132		
Karnataka	 Kallur 	16.20	77.13	507209		
Karnataka	 Kalyani 	17.88	76.98	741235		
Karnataka	 Karkala 	13.20	75.00	574104		
Karnataka	 Karwar 	14.80	74.18	581186		
Karnataka	 Khanpur 	15.70	74.58	245405		
Karnataka	 Kolar 	13.15	78.18	561206		
Karnataka	 Kollegal 	12.15	77.15	571320		
Karnataka	 Kollur 	13.88	74.88	508101		
Karnataka	 Kopbal 	15.33	76.22			
Karnataka	 Kotturu 	14.82	76.27	583134		
Karnataka	 Krishnaraj Res. 	12.33	76.53			
Karnataka	" Kudremukh, Peak "	13.17	75.25			
Karnataka	 Kumta 	14.43	74.45	581343		
Karnataka	 Lingsugur 	16.12	76.57	584124		
Karnataka	 Londa 	16.00	74.83	591301		
Karnataka	 Mangalore 	12.87	74.88	571329		
Karnataka	 Manvi 	19.30	76.50	584123		
Karnataka	 Mercara 	12.43	75.78			
Karnataka	 Muddebihal 	16.33	76.17	586212		
Karnataka	 Mudhol 	16.33	75.33	583259		
Karnataka	 Mulbagal 	13.18	78.23	563131		
Karnataka	 Mysore 	12.30	76.70	570001		
Karnataka	 Nanjangud 	12.12	76.73	571301		
Karnataka	 Puttur 	12.75	75.02	517583		
Karnataka	 Ramanagaram 	12.90	78.03	571511		
Karnataka	 Ramdurg 	15.97	75.37	591123		
Karnataka	 Ranibennur 	14.55	75.68	581141		
Karnataka	 Robertosonpet 	12.97	78.27			
Karnataka	 Sagar 	16.62	76.85	470001		
Karnataka	 Sandur 	15.03	76.60	583119		
Karnataka	 Savanur 	14.97	75.32	581118		
Karnataka	 Shahabad 	17.02	78.18	241124		
Karnataka	 shahapur 	15.08	74.57	400064		
Karnataka	 shikarpur 	14.27	75.40	202395		
Karnataka	 Shimoga 	13.93	75.63	577201		
Karnataka	 Talguppa 	14.17	74.87			
Karnataka	 Tarikere 	13.70	75.85	572120		
Karnataka	 Tumkur 	13.33	77.13	561202		
Karnataka	 Udipi 	13.33	74.75			
Karnataka	 Vanivilas Sagar 	13.83	76.42			
Karnataka	 Vijayanagar (Hampi) 	15.33	76.50			
Karnataka	 Wadi 	17.00	76.95	440023		
Karnataka	 Yelandur 	12.08	77.00	571441		
Kerala	 Alleppey 	9.50	76.38	688005		
Kerala	 Alwaye 	10.12	76.40			
Kerala	 Anjengo 	8.67	76.80	695309		
Kerala	 Beypore 	11.17	75.83	673015		
Kerala	 Calicut (Kozhikode) 	11.25	75.82			
Kerala	 Cannonore (Kannur) 	11.87	75.42			
Kerala	 Cardamon Hills 	9.45	76.87			
Kerala	 Chittur 	10.70	76.78			
Kerala	 Cochin 	9.97	76.28			
Kerala	 Ernakulam 	10.00	76.25	680504		
Kerala	 Kasaragod 	12.50	75.00	671121		
Kerala	 Kottayam 	9.60	76.57	680724		
Kerala	 Mahe 	11.70	75.57	673310		
Kerala	 Mattancheri 	9.95	76.28	682002		
Kerala	 Nilgiri Hills 	11.47	76.78			
Kerala	 Palghat 	10.77	76.70	678005		
Kerala	 Peermade (Permad) 	9.05	77.03			
Kerala	 Periyar R. 	10.00	76.87			
Kerala	 Ponnani 	10.78	75.97			
Kerala	 Qulion (Kollam) 	8.90	76.63			
Kerala	 Tellicherry (Thalaserry) 	11.75	75.53			
Kerala	 Trichur 	10.50	76.25			
Kerala	 Trivandrum (Thiruvananthapuram) 	8.48	76.98			
Kerala	 Vaikam 	9.75	76.45			
Kerala	 Vypin I. 	9.97	79.28			
Madhya Pradesh	 Adegaon 	22.63	79.53			
